#SampleID	ERR695598	ERR695599	ERR695600	ERR695601	ERR695602	ERR695603	ERR695604	ERR695605	ERR695606	ERR695607	ERR695608	ERR695609	ERR695610	ERR695611	ERR695612	ERR695613	ERR695614	ERR695615	ERR695616	ERR695617	ERR695618	ERR695619	ERR695620	ERR695621	ERR695622	ERR695623	ERR695624	ERR695625	ERR695626	ERR695627	ERR695628	ERR695629	ERR695630	ERR695631	ERR695632	ERR695633	ERR695634	ERR695635	ERR695636	ERR695637
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Oxobacter;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Proteiniborus;s__ethanoligenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Proteiniclasticum;s__	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53;s__	110	144	95	79	130	145	195	221	50	52	123	104	133	132	74	65	56	48	74	64	95	88	57	61	90	73	182	174	21	22	189	142	191	159	142	188	13	10	124	125
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Tindallia_Anoxynatronum;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__;s__	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium;s__	0	0	1	0	2	0	0	0	1	0	0	4	4	1	0	0	2	2	0	0	0	0	15	5	0	0	0	0	2	3	1	1	1	0	2	0	1	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__EtOH8;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis;s__	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	2	0	0	0	0	1	0	0	0	0	1
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Garciella;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter_Eubacterium;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__;s__	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__Gracilibacter;s__	0	0	0	0	1	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__Lutispora;s__	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Heliobacteriaceae;g__;s__	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__JTB215;g__;s__	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__	2335	2697	4669	5410	2413	2459	7423	7036	2077	1874	3347	3171	2303	2158	1114	1181	1653	1553	2190	2066	803	844	1228	1253	911	863	3676	3548	625	658	1959	1998	5766	5827	2270	2111	1464	1455	2078	2018
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__	147	176	197	238	251	250	258	274	99	87	162	148	49	42	24	24	33	33	36	39	3	8	74	56	10	9	32	27	31	20	106	123	126	113	42	32	20	29	43	58
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__	388	473	673	821	490	514	1573	1564	286	274	1015	990	250	247	607	646	336	364	462	455	262	223	142	139	219	240	813	699	43	39	438	487	2253	2263	924	893	414	409	677	765
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__obeum	29	25	13	14	42	42	33	27	27	25	89	90	18	5	12	24	19	13	17	34	1	3	6	1	2	1	1	0	0	1	10	18	28	30	26	28	3	3	20	13
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__producta	37	42	52	69	40	42	239	208	23	22	74	71	31	18	45	62	44	23	37	32	33	34	22	14	45	34	85	87	3	4	34	32	353	398	91	82	34	45	88	94
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__	24	27	20	24	33	31	71	69	15	17	24	25	23	26	15	8	13	9	14	13	11	15	5	9	18	10	24	11	5	3	14	13	42	24	19	19	13	15	8	11
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Catonella;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium;s__colinum	0	1	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium;s__fimetarium	2	0	2	1	1	2	6	6	0	0	1	1	3	0	0	1	0	1	1	0	1	0	0	0	0	0	3	1	0	0	0	0	3	1	4	2	2	2	1	1
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__	425	474	551	539	635	578	1358	1326	335	325	755	696	745	665	380	359	448	440	554	574	132	126	336	307	129	125	636	526	147	125	447	426	1438	1423	594	582	279	300	392	383
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__catus	0	0	0	0	0	0	0	0	5	3	7	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	1
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__eutactus	6	19	1	4	1	2	8	14	27	37	106	104	764	732	40	38	41	37	39	42	0	0	2	6	0	1	27	27	2	2	2	0	4	5	75	77	4	3	3	4
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__	137	171	311	345	133	153	760	653	151	155	259	208	163	109	103	102	132	120	202	171	82	79	153	189	97	76	128	128	66	48	227	259	661	637	172	185	111	139	185	202
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__formicigenerans	26	28	34	43	34	39	115	85	25	35	55	49	28	18	21	28	29	45	43	55	2	2	8	2	4	1	6	3	0	1	53	36	114	138	22	23	13	16	56	46
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Epulopiscium;s__	1	0	2	0	0	1	2	4	1	0	1	2	1	0	0	0	0	0	0	1	0	0	3	1	0	0	3	3	0	0	1	2	2	2	0	0	1	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hespellia;s__stercorisuis	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium;s__	14	10	3	2	5	6	6	8	26	32	40	49	15	13	12	8	20	17	23	25	0	0	2	1	2	0	113	111	0	1	1	5	4	6	21	14	18	25	8	1
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__	1169	1247	577	662	2014	1888	3073	2906	692	670	1824	1824	1554	1449	483	492	645	599	707	703	344	311	52	59	394	327	928	971	51	51	198	204	1632	1599	920	885	915	939	1183	1197
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__pectinoschiza	82	95	36	29	154	150	129	90	25	21	73	86	77	83	27	26	34	31	27	32	7	6	2	2	5	5	61	62	3	2	0	4	112	119	38	63	20	20	93	73
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia;s__formatexigens	2	1	0	1	0	5	7	8	0	1	1	0	0	1	3	1	1	2	0	0	4	0	2	0	1	2	5	5	1	0	0	0	0	0	3	4	0	1	2	1
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella;s__	3	2	3	1	4	5	7	7	0	0	2	0	2	0	0	2	1	0	0	1	0	0	9	10	1	0	1	4	9	11	1	1	2	5	1	1	2	2	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella;s__indoligenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__	3	2	4	5	5	2	11	7	0	0	1	0	0	2	2	1	0	0	2	3	3	0	1	1	1	0	0	1	3	1	0	0	1	3	1	3	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__	2	0	2	5	0	1	3	1	1	1	2	1	1	0	0	0	0	1	1	0	0	0	2	3	0	2	1	0	3	1	1	2	3	3	0	1	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Robinsoniella;s__peoriensis	2	1	1	1	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	4	4	0	1	0	0	0	0	1	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__	146	172	140	172	139	177	1386	1302	354	337	444	459	188	176	255	268	118	127	155	147	81	70	27	19	85	68	1433	1513	17	15	232	217	799	885	376	401	401	393	147	124
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__faecis	34	42	145	144	26	18	81	75	155	147	186	180	20	20	3	8	7	15	17	19	7	6	1	0	7	4	424	402	0	1	38	33	45	82	15	16	72	71	39	40
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus;s__gauvreauii	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Shuttleworthia;s__	9	11	7	8	17	21	30	37	12	13	28	23	6	12	4	7	8	4	5	5	1	2	4	2	3	2	199	170	3	4	4	7	48	63	14	13	23	17	10	3
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Shuttleworthia;s__satelles	5	8	17	17	7	7	85	77	11	7	21	21	45	34	25	19	6	9	9	4	0	6	2	0	1	3	18	24	0	3	11	9	47	55	35	28	15	17	10	8
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Syntrophococcus;s__sucromutans	4	0	1	2	0	0	6	6	0	0	0	6	7	6	1	2	1	2	2	1	0	2	2	2	0	0	2	0	1	0	0	4	14	7	2	2	0	1	1	3
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__	26	16	30	31	25	21	206	171	35	31	40	49	21	11	17	22	24	24	28	29	5	8	20	24	3	11	51	55	7	3	21	20	56	68	29	29	28	26	24	29
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__gnavus	79	103	120	148	140	129	580	464	128	112	221	170	90	90	67	83	84	96	121	125	44	39	132	110	55	46	211	207	42	52	104	112	410	471	133	119	112	104	105	117
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__torques	10	13	10	8	12	5	25	16	6	2	22	10	4	0	2	1	3	3	5	2	1	3	6	7	3	2	2	0	6	7	11	4	11	10	2	2	1	3	4	5
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__;s__	18	7	0	0	0	0	0	1	1	0	0	0	6	3	0	0	2	3	3	1	0	0	11	19	0	0	0	0	5	4	0	1	0	0	9	9	3	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Dehalobacter_Syntrophobotulus;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfosporosinus;s__	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfosporosinus;s__meridiei	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfotomaculum;s__	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfurispora;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Pelotomaculum;s__	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus;s__	0	0	1	0	2	0	12	7	1	0	2	2	4	3	0	5	4	9	13	8	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	3	2	2	1	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Sporotomaculum;s__	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4;s__	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	3	1	0	0	0	0	2	1	1	6	0	0	0	2	0	0	0	1
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__;s__	28	30	30	24	38	31	47	48	13	10	11	8	0	1	23	28	6	5	11	14	57	41	38	39	51	41	143	115	10	10	85	73	70	84	74	67	10	11	38	41
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium;s__maritimum	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium;s__metallolevans	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium;s__ruminantium	1	0	0	0	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	2	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Filifactor;s__	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__anaerobius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	2	1	1	1	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Tepidibacter;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	5	2	0	1	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__[Clostridium];s__difficile	0	1	4	5	0	1	2	5	0	2	3	4	1	0	2	4	3	0	2	3	0	2	4	1	5	0	77	82	0	0	3	7	1	6	1	5	1	0	4	6
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__	1820	2124	2765	3098	1593	1577	2400	2360	1578	1588	2995	2851	3197	3072	1234	1106	1741	1729	2058	2073	130	117	2750	2550	154	122	1481	1424	970	912	2214	2375	1561	1477	2146	2132	682	719	911	950
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerofilum;s__	41	45	44	60	16	17	31	41	26	31	52	46	12	15	37	28	15	20	23	20	0	0	17	16	0	0	15	7	3	5	43	33	6	7	54	49	3	2	4	3
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__	1	1	0	1	1	0	1	1	0	2	2	2	3	1	0	0	2	1	1	2	0	0	8	5	0	0	0	0	5	7	0	0	0	0	0	0	1	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus;s__pullicaecorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Cellulosibacter;s__alkalithermophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium;s__hungatei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium;s__methylpentosum	0	1	3	2	2	3	1	1	67	73	70	57	2	4	1	0	5	1	1	3	0	0	32	26	0	0	1	1	11	14	3	0	0	2	0	0	2	2	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ethanoligenens;s__	3	3	7	3	3	3	4	13	1	1	1	2	3	2	0	1	3	0	6	5	0	0	2	0	0	0	3	5	0	1	6	4	2	1	1	0	0	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__prausnitzii	1942	2135	1946	2304	3022	2869	4649	4376	1315	1107	1962	1799	1580	1517	600	490	1950	1833	2495	2345	7	8	166	143	14	6	6497	6244	64	67	2098	2231	2179	2236	1041	1061	1020	917	1247	1194
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__	283	368	184	247	424	376	444	449	154	153	705	639	595	532	134	128	351	304	379	390	16	14	936	875	15	21	232	200	399	377	273	279	201	194	236	251	157	186	146	155
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__guilliermondii	2	4	1	3	6	3	6	2	1	0	2	4	2	3	1	0	1	5	2	3	0	0	7	5	0	0	0	2	2	3	1	2	3	0	1	1	0	3	1	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Papillibacter;s__cinnamivorans	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__	482	611	1577	1714	316	300	338	332	1092	1063	1028	1013	798	787	199	182	826	751	1082	936	40	46	475	509	54	58	99	84	267	309	536	540	245	240	386	345	181	192	213	203
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__albus	6	3	10	10	2	0	0	0	0	0	0	0	15	10	5	2	8	4	4	5	0	0	0	0	0	0	0	0	0	0	1	4	0	0	6	1	3	3	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__bromii	13	19	8	11	3	5	2	0	2	0	0	0	0	0	10	12	1	5	1	5	0	0	0	0	0	0	0	0	0	0	103	121	7	12	17	11	1	0	4	1
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__callidus	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	4	4	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	6	0	0	6	1
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__flavefaciens	17	32	89	95	17	10	19	6	30	22	51	56	43	47	9	7	24	23	30	35	0	0	13	29	0	0	33	34	20	5	12	13	14	16	19	26	0	8	10	7
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Sporobacter;s__termitidis	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae;g__Syntrophomonas;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__;s__	40	59	84	86	17	17	108	121	19	31	67	62	14	7	18	11	13	7	6	16	34	36	12	8	40	45	42	45	3	1	5	9	49	40	37	29	45	45	45	56
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Acetonema;s__longum	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Acidaminococcus;s__	1	4	0	1	0	0	7	9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	1	0	0
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Anaerovibrio;s__	0	1	3	0	0	0	1	0	2	1	4	9	0	0	3	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	2	5	3	4	2	3	6
Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister;s__	177	188	45	46	315	284	152	139	85	80	66	87	1181	1192	357	330	560	497	851	769	174	160	44	46	165	185	120	107	8	17	442	432	126	146	675	681	179	200	83	78
