"","OBK1122","OBK1196","OBK1253","OBK2535","OBK2535b","OBK2638","OBK2661","OBK2668","OBK2723","OBK2741","OBK2752","OBK2758","OBK2764","OBK2772","OBK2828","OBK2840","OBK2848","OBK2849","OBK2878","OBK2880","OBK2896","OBK2971","OBK3014","OBK3132","OBK3134","OBK3135","OBK3185","OBK3303","OBK3549","OBK3587","OBK3646","OBK3751","OBK3958","OBK4096","OBK4112","OBK4141","OBK4168","OBK4198","OBK4328","OBK4508","OBK4961","OBK5066"
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus",0,0,0,0.01702,0.02418,0,0,0,4.20245,0,1.3402,0.07093,0.39601,0,0.1757,0,0.25069,0.1461,0.12292,0,0,0.25419,0,0.18384,0.01158,1.44626,1.44594,0,0,0,0.19644,0,0.22073,0,0,0,0,0.23006,0.22338,0.19028,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_cateniformis",0,0,0,0.01497,0.08082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus",0,0,0,0.01002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis",0,0,0,0.00783,0,0,0.02046,0,0,0,0.80664,1.81141,0.50161,0,0.03231,0,0.71842,1.20293,0,0,0,0,0,0.00363,0,0.45466,0,0,0,0.08538,1.88661,0,0,3.88937,0,2.1698,0,0.20471,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola",0,0,0,0.00756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Robinsoniella|s__Robinsoniella_sp_RHS",0,0,0,0.00668,0.03253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An172",0,0,0,0.00613,0.0196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_CAG_257",0,0,0,0.00599,0.02877,0,0,0,0,1.15176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sakei",0,0,0,0.00499,0.01931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0.70346,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_acnes",0,0,0,0.00292,0.07804,0,0,26.89112,0,0.14526,0,0.05467,0,8.1571,0,0.59887,0,1.45868,0,0,0,0,0.12685,0.05927,0,0,0.03865,0,0,0,0,0,0,0.07758,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_carnosum",0,0,0,0.00126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis",0,0,0,0.00083,0.00775,0,0,0,0,0,0,0.04034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_radioresistens",0,0,0,0,0.04643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rhamnosus",0,0,0,0,0.00913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_schindleri",0,0,0,0,0.00817,0,0,1.9894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei",0,0,0,0,0,0.40243,0,1.95768,0,6.75336,0,1.88712,2.85965,0,12.09467,1.10982,1.27267,0,19.8732,0,1.58311,9.14852,1.75337,0.0767,0.36152,1.18468,8.46381,0,0.81239,0,0,2.06642,0.13003,0.17928,0.04628,0.80501,30.08241,0.37377,10.47387,5.51851,0,1.48191
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale",0,0,0,0,0,0.17381,0.05414,0,8.32923,0,15.3692,0.00803,0.09688,0,0.20669,0,2.03438,0.12765,0.37462,0,0,0,0,0.06229,0,0,0.29145,0,0.01237,0.15454,0,0,27.11018,19.08036,23.42726,0.00696,0,0,18.52593,1.52688,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum",0,0,0,0,0,0.15799,0.11182,0,3.04389,0.1498,5.70413,0,1.39564,0,0.33598,0.19088,1.19925,2.15836,2.24991,0.23632,0,1.0987,0,2.63006,4.36036,0.20549,1.8824,0,0.08133,4.39387,5.66916,1.07611,2.58215,1.71805,1.67424,2.15619,0,2.57961,6.06031,7.86209,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii",0,0,0,0,0,0.1497,0,0,0,0,1.51423,0.02597,0,0,0,0,1.08015,0,0,0,0,0,0,0.05399,0,0.25411,0,0,0.0257,0,0,0.11176,0,0,0,10.2052,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens",0,0,0,0,0,0.14791,1.29254,0,1.73658,0,4.59592,5.98074,0.40048,0,5.85659,0,0.87468,7.97935,3.99023,2.28584,3.10142,1.75633,0.6008,9.59895,12.26898,0.59278,3.88563,0,0.74343,6.7094,4.76158,4.38606,5.84998,1.70282,4.83222,2.94443,2.21956,0,4.1372,2.84681,0,4.40239
"k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila",0,0,0,0,0,0,31.35695,0,0.29048,0.51906,0.00634,0,23.43329,0,0,0,0.14114,0,0.00973,0,0,1.29992,0.02342,0.91843,0.00209,3.38109,6.23894,0,0,0,0,1.1486,7.89031,0.43437,13.83959,6.81079,0,0.64513,0.54615,0.29973,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris",0,0,0,0,0,0,6.66398,0,0,0,0.7232,0,1.19268,0,0,0,3.39668,0,2.6283,0,0,5.35198,0,0,0.87815,0,0,0,0,0,0.95391,0,0.85807,0,1.14865,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena",0,0,0,0,0,0,3.0198,0,1.04837,0,6.08989,22.82607,0.31612,0,1.1993,0,1.81781,6.31376,1.54894,0,0,2.17847,0,0.09238,3.40299,3.86393,3.74398,0,0,0.1141,6.88148,1.27849,4.68348,1.33145,5.04085,0.06673,0.15955,5.56396,4.9253,4.07916,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans",0,0,0,0,0,0,2.47883,0,1.05548,0,2.25262,4.47338,0.06983,0,0.51534,0.116,0.75995,1.68545,0.19681,0,0.30819,0.26588,0,2.4077,6.15866,1.3319,7.11589,0,0.02619,0.43904,1.81133,0.2451,1.53968,0.25928,1.41563,0.44364,0,1.0688,0.2627,1.20238,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans",0,0,0,0,0,0,2.15539,0,0.62607,0,1.13609,0,0,0,5.06124,0.01923,2.24634,0.12691,0.0311,0,0,0,0,1.0326,0.87738,0.288,0,0,0,0.03423,1.45057,0.91576,0.60219,0.83803,2.29755,0.47147,1.67343,0,0.04439,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques",0,0,0,0,0,0,1.54101,0,0,0,0,7.56759,0.29898,0,1.60022,0,1.39906,1.44488,1.31192,0,0,0,0,3.64264,9.37853,7.20358,13.17615,0,0,0,0.89447,0.71517,0,0.19109,0.09325,0.48636,0,11.53429,0,5.84173,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus",0,0,0,0,0,0,1.14508,0,0,0,0.1183,0.119,0.63158,0,3.83024,0.65406,0.39497,0,2.8927,0,0,0,0,0.37077,0,0.67108,0.82751,0,0.96836,1.61645,0.06412,0.95074,0,0.24855,0,0.70743,0,0.312,0,0.37215,0,2.92581
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis",0,0,0,0,0,0,1.03201,0,0,0,0,0,0.06256,0,0.05259,0,0.1743,0.03668,0.44618,0,0,0,0,0.90283,0.38932,3.47077,0.04573,0,0,0.13587,0,4.60054,0,0,0.12566,0,0,0.18688,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus",0,0,0,0,0,0,0.76739,0,0,0,0.19375,0.00558,0.22876,0,1.03846,0,0.52445,0.55526,0.42422,0,0,0,0,2.42402,0.18358,0.05391,0.39524,0,0.00954,0,0.15833,0.55894,0,0.0714,0,0.1398,0,0.01304,0.28537,0.3761,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes",0,0,0,0,0,0,0.7593,0,0.07262,0,3.25185,2.39834,0.21942,0,0.38513,0.05453,1.54075,2.63455,0.94416,0,0,2.93851,0,0.19436,1.53177,2.02241,1.14141,0,0.02013,1.45184,0.70306,0.6864,2.67992,1.2313,4.27348,0.96794,0,2.00144,2.7304,1.69059,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis",0,0,0,0,0,0,0.75178,0,0,0,3.51413,0,0,0,4.30588,0,3.88889,13.1522,5.84898,0.96249,0,0,0,9.85461,0,2.00175,0.10253,0,0,1.5227,12.7164,1.01842,0,3.92431,0.16702,0,0,2.97166,1.06968,1.13561,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_180",0,0,0,0,0,0,0.55048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius",0,0,0,0,0,0,0.29094,0,0,0,3.29208,0,0,0,4.44439,0,0.20813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05209,0,0.00298,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis",0,0,0,0,0,0,0.27629,0,0,0.06297,1.76388,0.03561,0.87388,0,0.51663,0,2.81755,0.35244,10.39028,0.404,0,0,1.76433,0.05157,0,3.12588,0.03492,0,0.67482,0.6212,1.42303,1.06168,0,0.48302,0.07888,1.3374,0,0,0,1.10546,0,0.28463
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_57_20",0,0,0,0,0,0,0.21766,0,0,0,0,0,0.03349,0,0.11757,0,0.01396,0,0.1129,0,0,0,0,0,0.05012,0.13473,0,0,0.01951,0,0,0,0,0.11092,0,0.06069,0,0.01456,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum",0,0,0,0,0,0,0.19824,0,0.55818,0,1.43157,0.26412,0.21996,0,0.92462,0,4.06804,2.04061,1.12235,0,0,0.44158,0,0.66816,0.33723,1.36551,0.35518,0,0,0.4216,3.96356,1.52054,3.12563,0.58905,4.22883,0.74294,1.74354,0,2.22016,0.46547,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii",0,0,0,0,0,0,0.13847,0,0,0.98101,0.01073,0.1518,0.34575,0,0,0,0.9244,0,0.1419,0,0,0,0,0.01221,0.12137,0.07104,0.52445,0,0,0.02547,0,0.49988,0,0,0,0.02922,0,0.08122,0,0.11662,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter|s__Asaccharobacter_celatus",0,0,0,0,0,0,0.13669,0,0,0,0.52343,0.59486,0,0,0,0,0.48427,0.52184,0.21543,0,0,0.00822,0,0.08023,0,0,0.84062,0,0,0,0.1686,0.34347,0.1084,0.01402,0.22679,0.02795,0,0.05363,0.03548,0.4828,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CAG_241",0,0,0,0,0,0,0.11621,0,0,0,0,0,0,0,0.02573,0,0.01792,0,0.25255,0,0,0,0,0.89778,0,0,0,0,0.03321,0,0,0,0,0,0,0.01166,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus",0,0,0,0,0,0,0.10678,0,0,0,0,0,0,0,0.24811,0,0.85079,0,0,0,0,0,0,0.39454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens",0,0,0,0,0,0,0.10494,0,0,0,0.2666,0.23477,0,0,0,0,0.26999,1.61283,0.05561,0,0,0.00114,0,0.05031,0,0,0.86854,0,0,0,0.14068,0.27883,0.14064,0.02167,0.17308,0.01916,0,0.06113,0,0.56701,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii",0,0,0,0,0,0,0.0737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00501,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus",0,0,0,0,0,0,0.0715,0,0,0,0.12128,0,0.03624,0,0.06603,0,0,0,0.06349,0,0,0,0,0,0,0.1042,0,0,0,0.02965,0.05542,0,0,0,0,0.00695,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia",0,0,0,0,0,0,0.05342,0,0,0,0,0,0,0,0.04179,0.0207,0.11961,0,0.0292,0,0,0,0,0,0,0,0,0,0.0294,0.13581,0,0.08029,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri",0,0,0,0,0,0,0.0519,0,0,0,0,0,0,0,0,0,9.65356,0.51749,0,0,0,0,1.30275,0,0,0.51926,0,0,0,0,0,0.24074,0,0,0,0,0,0,0,0,0,6.05417
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens",0,0,0,0,0,0,0.03822,0,2.14709,0,0.04968,0.86483,0,0,0,0,3.31783,0.00284,1.90318,0,0,0,0,0.7166,0.0023,0,0.01377,0,0,0.55081,0.01817,0.02878,0.12645,0.48628,0.81599,0,0,0,0,0.21272,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_citroniae",0,0,0,0,0,0,0.03805,0,0,0,0,0,0,0,0,1.69485,0,0,0,0,0,0,0,0,0,0,0.01218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica",0,0,0,0,0,0,0.03076,0,0,0,0,0,0,0,0,0.29861,0,0,0,0.06538,0,0,0,1.26658,0,0,0,0,0.08138,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_turicensis",0,0,0,0,0,0,0.03071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00533,0,0,1.45823,0,0.41366,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_sp_KA00067",0,0,0,0,0,0,0.02873,0,0,0,0,0,0,0,0,0,0,0,0,2.24417,0,0,0,0,0,0,0,1.15001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii",0,0,0,0,0,0,0.02673,0,0,0,0.04483,0,0.0331,0,0.43277,0,0.28625,0,0.05293,0,0,0,0,0.03465,0,0.01759,0.02226,0,0.00719,0.00593,0,0,0,0.02601,0,0.2125,0,0.03493,0,0.31048,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis",0,0,0,0,0,0,0.02621,0,0,0,0,4.12765,0.02195,0,0,0,0,0.86049,0,0,0,0,0,0,1.16649,0,0.26905,0,0,0.10439,0.20584,0.05568,0,0,0.03938,0,0,0.38632,0,0.10683,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_morbillorum",0,0,0,0,0,0,0.02603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12022,0,0,0,1.27196,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus",0,0,0,0,0,0,0.01696,0,0,0,0,0.37962,0,0,0,0,0.07595,0.12029,0.00551,0,0,0,0,0.12023,0.10539,0.00718,0.01654,0,0,0.01187,0.02936,0.00499,0,0,0,0,0,0,0.02915,0.00524,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_minutum",0,0,0,0,0,0,0.01681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis",0,0,0,0,0,0,0.01435,0,0,0,0,0.04208,0,0,0,0.44409,0,0,0,0,0,0,0,0,0,0,0.08237,0,0.00181,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis",0,0,0,0,0,0,0.01425,0,0,0,0,0,0.33555,0,0,0,0.48402,0,0,0,0,0,0,0.03376,0,0,0,0,0,0,0,0,0.21113,0.00241,0.17019,0,0,0.61714,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis",0,0,0,0,0,0,0.01321,0,0,0,0,0.08908,0,0,0,0.78498,0,0.02602,0,0.08056,0,0,0.20196,0,0.00559,0,0.05571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum",0,0,0,0,0,0,0.00897,0,0,0,0,0,0,0,0,0,0.76611,0.08271,0.34231,0,0,0,0,0.03874,0,0,0,0,0,0,0.11714,0,0,0,0,0.03491,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis",0,0,0,0,0,0,0.0083,0,0,0,0,0.12565,0,0,0.00541,0,0.09891,0,0,0,0,0,0,0.07999,0.04116,0.09333,0.06391,0,0,0,0.01649,0.04727,0,0,0,0,0,0,0,0.03379,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii",0,0,0,0,0,0,0.00819,0,0,0,0,0.00916,0,0,0,0,0,0,0,0,0,0,0,0,0.10569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis",0,0,0,0,0,0,0.00675,0,0,0,0,0.10225,0,0,0,0,0,0.04765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii",0,0,0,0,0,0,0.00511,0,0,0,0,0.22055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00719,0,0,0,0.06008,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis",0,0,0,0,0,0,0.00333,0,0,0,0.53024,0,0,0,0,0,0.20605,0.00363,0.58101,0,0,0,0,0,0.11247,0,0,0,0,0,0,0,0,0,0,0.04794,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_110",0,0,0,0,0,0,0.00229,0,0,0,0,0,0,0,0.01037,0,0.00456,0,0.00648,0,0,0,0,0.0043,0,0,0,0,0,0,0,0,0,0,0,0.01055,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris",0,0,0,0,0,0,0.00113,0,0,0,0,0,0,0,0,0,0,0.0369,0,0,0,0,0,0.02662,0.02386,0,0.13732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus",0,0,0,0,0,0,0,0,13.45442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03033,0,1.48178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii",0,0,0,0,0,0,0,0,2.95427,0,0.0386,0,0,0,5.11122,0,0,0,0,0,0,0,0,17.70247,0,0,0,0,0,0,0,0.025,0,0.12508,0,0.27286,0,1.23868,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum",0,0,0,0,0,0,0,0,1.18455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03118,0,0,0,0,0,0,0,0,0,0,0,1.79879,1.45251,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_uenonis",0,0,0,0,0,0,0,0,0.10696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305,0,0,0,0,62.96417,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_lactolyticus",0,0,0,0,0,0,0,0,0.00281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus",0,0,0,0,0,0,0,0,0,1.39862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02049,0,0,0,0,0.36642,0,0.05732,0,0,0,0,0,0
