"","M01.1-V1-stool","M01.1-V2-stool","M01.1-V3-stool","M01.2-V1-stool","M01.2-V2-stool","M01.2-V3-stool","M01.3-V1-stool","M01.3-V2-stool","M01.3-V3-stool","M01.4-V1-stool","M01.4-V2-stool","M01.4-V3-stool","M01.5-V2-stool","M01.5-V3-stool","M02.1-V1-stool","M02.1-V2-stool","M02.1-V3-stool","M02.2-V1-stool","M02.2-V2-stool","M02.2-V3-stool","M02.3-V1-stool","M02.3-V2-stool","M02.3-V3-stool","M02.4-V1-stool","M02.4-V2-stool","M02.4-V3-stool","M02.5-V1-stool","M02.5-V2-stool","M03.1-V2-stool","M03.1-V3-stool","M03.3-V1-stool","M03.3-V2-stool","M03.3-V3-stool","M03.4-V1-stool","M03.4-V2-stool","M03.4-V3-stool","M03.5-V1-stool","M03.5-V2-stool","M04.1-V1-stool","M04.1-V3-stool","M04.2-V1-stool","M04.2-V2-stool","M04.2-V3-stool","M04.3-V1-stool","M04.3-V3-stool","M04.4-V1-stool","M04.4-V3-stool","M04.5-V1-stool","M04.5-V2-stool","M04.5-V3-stool","M04.6-V1-stool","M04.6-V2-stool","M04.6-V3-stool","PRJNA231909.3105829","PRJNA231909.3108874","PRJNA231909.3108875","PRJNA231909.3113669","PRJNA231909.3114784","PRJNA231909.3111969","PRJNA231909.3111970","PRJNA231909.3112924","PRJNA231909.3112925","PRJNA231909.3113339","PRJNA231909.3113393","PRJNA231909.3115615","PRJNA231909.3107345","PRJNA231909.3112358","PRJNA231909.3112359","PRJNA231909.3112360","PRJNA231909.3113831","PRJNA231909.3113834","PRJNA231909.3115067","PRJNA231909.3115068","PRJNA231909.3115070","PRJNA231909.3108330","PRJNA231909.3108332","PRJNA231909.3114542","PRJNA231909.3114545","PRJNA231909.3101436","PRJNA231909.3101439","PRJNA231909.3107649","PRJNA231909.3107651","PRJNA231909.3113065","PRJNA231909.3113068","PRJNA231909.3113996","PRJNA231909.3101335","PRJNA231909.3101336","PRJNA231909.3101338","PRJNA231909.3107526","PRJNA231909.3107527","PRJNA231909.3105875","PRJNA231909.3107978","PRJNA231909.3109940","PRJNA231909.3109945","PRJNA231909.3109952","PRJNA231909.3114865","PRJNA231909.3103734","PRJNA231909.3103736","PRJNA231909.3116468","PRJNA231909.3116471","PRJNA231909.3117624","PRJNA231909.3117627","PRJNA231909.3116456","PRJNA231909.3117245","PRJNA231909.3117247","PRJNA231909.3117249","PRJNA231909.3119726","PRJNA231909.3119727","PRJNA231909.3119729","PRJNA231909.3101140","PRJNA231909.3106384","PRJNA231909.3113111","PRJNA231909.3113114","PRJNA231909.3113118","PRJNA231909.3113627","PRJNA231909.3102732","PRJNA231909.3113933","PRJNA231909.3113936","PRJNA231909.3114810","PRJNA231909.3107373","PRJNA231909.3107376","PRJNA231909.3108601","PRJNA231909.3112363","PRJNA231909.3112365","PRJNA231909.3112367","PRJNA231909.3113765","PRJNA231909.3113767","PRJNA231909.3115315","PRJNA231909.3110086","PRJNA231909.3110090","PRJNA231909.3112419","PRJNA231909.3113044","PRJNA231909.3114201","PRJNA231909.3107859","PRJNA231909.3107861","PRJNA231909.3107883","PRJNA231909.3108096","PRJNA231909.3108098","PRJNA231909.3108100","PRJNA231909.3108103","PRJNA231909.3108105","PRJNA231909.3108107","PRJNA231909.3108363","PRJNA231909.3104913","PRJNA231909.3105378","PRJNA231909.3105379","PRJNA231909.3109753","PRJNA231909.3109755","PRJNA231909.3117378","PRJNA231909.3117380","PRJNA231909.3117383","PRJNA231909.3108485","PRJNA231909.3108488","PRJNA231909.3108490","PRJNA231909.3109997","PRJNA231909.3110006","PRJNA231909.3112121","PRJNA231909.3112122","PRJNA231909.3113663","PRJNA231909.3108437","PRJNA231909.3108440","PRJNA231909.3113604","PRJNA231909.3114755","PRJNA231909.3115643","PRJNA231909.3115644","PRJNA231909.3115646","PRJNA231909.3102986","PRJNA231909.3107336","PRJNA231909.3115087","PRJNA231909.3110226","PRJNA231909.3112348","PRJNA231909.3113035","PRJNA231909.3114185","MH0271","MH0290","MH0336","MH0339","MH0340","MH0346","MH0355","MH0362","MH0364","MH0365","MH0368","MH0369","MH0371","MH0373","MH0374","MH0375","MH0376","MH0377","MH0378","MH0381","MH0384","MH0385","MH0386","MH0387","MH0388","MH0389","MH0390","MH0391","MH0393","MH0395","MH0396","MH0397","MH0399","MH0402","NLF002-IE","NLF009-IE","NLM009-IE","NLM025-IE","NOF002-IE","NOF007-IE","NOF013-IE"
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens",2.50169,0.50798,2.40026,1.46951,0.71537,0.6286,2.17073,1.79292,1.04584,0.64943,0.73331,0.31609,1.12239,0.77526,0.77959,0.3962,0.37096,0,0.00086,0.00327,0,0,0,0.70201,0.3587,0.52504,0,0,0,0,6.09453,3.31375,4.8623,1.08329,1.08551,2.7742,0.00058,0,3.9129,3.42476,3.82761,11.46298,0.96167,4.50452,1.31992,1.21575,1.09722,2.52855,4.895,0.96866,1.05453,0.42068,2.12091,3.01368,0,0,9.55753,3.26117,0,0,0,0,1.44689,0,1.25805,0,0,0,0,0,0,0,0,0,4.61423,3.19556,0,0,0,0,0,0,0,0,0,1.69205,3.66664,1.54041,1.86421,1.71286,0.67834,1.56771,1.64424,2.02929,2.68548,2.40924,0,0,1.2821,7.89635,1.87041,0.54429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57821,0.77065,1.18689,0,0,0,2.09871,0,0,1.24589,2.80917,0,0.17153,0.74023,0,0.13738,0,0,0,0,0.81248,1.1217,0,0,0,0,0.86622,1.85975,1.21792,0,0.01626,1.28444,0.80218,0.4503,1.36071,0,0.00041,0,0,0.44056,2.40933,2.79411,4.64609,3.8208,2.68984,3.55522,3.29045,0,0,1.24435,0,0,0,0,0.00476,0,0,0,0.70919,0.47401,0.36081,0.06244,0.52371,0.19326,0.45645,0.17132,0.19585,0.34145,0.22661,0.32372,1.48754,0.66341,0,0.52676,0.14703,0.46259,0.49567,0.09821,0.11627,0.22794,0.64855,0.52093,0.46592,0.07233,0.39759,1.18543,0.33751,0.84997,0.562,0.81638,0.6748,0,0,0.22146,0.47597,0,0.01533,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus",2.37927,3.59705,3.91666,8.54,2.31912,4.64541,8.48844,7.82578,14.45385,1.03709,1.95889,0.34889,1.36824,0.80307,9.42643,7.85947,3.88695,0.00081,0.01265,0.0034,6.0629,12.8351,12.65793,4.82687,3.95354,5.67979,16.08582,13.24579,0.01311,0.02215,12.91989,21.53074,12.65994,10.63572,8.85946,10.5845,36.52154,25.53894,1.19343,0.54208,2.04525,5.13112,1.95229,4.56204,2.9989,5.03026,3.23562,19.31844,17.29929,3.33837,3.60402,2.38234,3.5289,0.0167,0.01043,2.10119,0.01323,0.00941,0.02654,0.02322,0.0302,0.02686,0.02854,0.02056,0.02982,0.02898,13.18446,6.57929,3.50418,0.02687,15.838,7.63687,7.08754,10.17521,21.64626,4.22746,64.09138,28.03766,34.8918,29.2997,43.44201,30.59569,7.9537,17.06537,31.06603,0.00768,0.02231,0.0121,0.04635,0.00379,5.23984,0.03539,0.02449,0.03388,0.03281,0.02906,6.51452,3.35003,6.0024,3.64293,13.74067,4.91063,29.32693,21.82175,4.37579,21.77508,19.80989,15.80374,6.24724,23.08972,27.01168,42.79289,17.51348,28.64529,25.72146,17.78402,1.99135,2.50965,3.57457,0.00415,0.00791,2.56191,0.39905,2.10682,4.41845,0.0108,2.41279,5.68898,8.61675,4.46561,24.22194,3.75742,0.03641,37.99463,31.72198,21.43995,40.24955,35.71089,14.50815,0.75196,26.93196,37.82629,47.58047,0.15005,1.18608,0.01605,12.92027,17.52151,0.51109,7.46191,4.03329,2.56599,39.72623,24.64865,22.99317,21.74522,9.38697,16.81634,12.42048,10.65025,16.34056,1.55092,26.11991,0.00731,33.08349,14.33656,0.02138,0.02573,4.5728,0.02736,0.03106,0.00898,0.00381,15.76148,2.81549,2.12474,0.09492,0.05207,15.71726,1.77003,4.17231,3.05157,0.41037,8.84818,0,7.48336,12.8928,3.81886,0,17.92604,0.77926,0.05695,12.75172,0.72324,0.77893,5.80386,38.13351,23.1282,1.73075,14.08949,6.64208,0,25.84158,0.00041,0.03648,9.25328,0.68495,0.06584,14.40466,1.28888,0.40258,0.00549,17.14504,16.81816
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli",2.34775,0.61072,1.87462,0.30635,0.00104,0.02348,0.01028,0,0,0.99059,0.52516,0.00392,0.00148,0.03204,13.67037,1.34457,0.01865,0.00286,0.02901,0,0.24148,0.04033,0.07481,0,0,0.35435,0.13001,0.08216,0,0.06762,0.26642,0.06863,0.06953,0.10155,0.19991,0.07012,0,0.14962,0.09625,0.00134,0.06503,0.41516,0.19232,0,0.00104,0.00147,0,0.08045,0,0,0.18424,0,0,0.55711,0.60247,0.01743,0,0,0.28448,0.02535,0.23149,1.178,0.06961,0.59294,0.05731,0.96648,0,0.02254,0.04097,0.11599,0.4953,0.22918,0,0,0.01883,0,1.92212,0.18422,2.27722,1.07595,0.47958,0.03463,0.00237,0.03657,0,0.90887,0.01138,0.02763,0,0,0.0494,0.28189,1.21413,0.45911,0.87604,0.23286,1.82862,0.77243,0.80375,1.87104,0.02711,0.0264,4.39381,0.29262,0,0.0052,0,0,0.06377,4.03035,3.32011,1.57074,10.63611,4.40101,3.00115,0.60305,0.44505,0,0.3765,0.27515,0,0,0.07507,0.07897,1.04971,0,0,0,0,2.15228,0.00187,0,0.73817,3.15639,0,0,0.07817,0.01574,0,0,0,0,0,0.65643,0.73639,21.00447,6.23939,0.14806,0.0015,0,0.01642,1.0117,0,0,0.0511,0,0,0.04406,15.75902,0.09919,0.02304,0.25862,0.11766,0.8689,0.06456,0,2.95635,2.04582,0,0.04372,0.37075,0.07058,0.6244,0.00578,0.05588,7.76679,0.30644,0,0.00627,0,0,0.01425,0,0,0,0.00936,0,0.8942,0,0.11897,0,0.00569,0,0,0.07242,0,0.02237,0.13025,0.31505,0.00475,0.22519,0.01868,0.0484,0.47663,1.17091,0,1.74181,0.57942,0.76818,0.11931,0.17646,2.89477,0.15875,0.15922
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans",2.32611,1.3474,2.64455,1.23291,0.18113,1.01687,1.66351,1.58195,1.15485,0.12009,0.06815,0.10227,0.64988,0.6275,0.49084,0.57043,0.2227,2.36089,2.49106,4.73041,0.51276,1.12569,1.33773,2.81662,3.14278,3.01311,5.81024,5.55118,0.77049,1.23829,3.78919,2.63163,2.8525,1.90823,3.66038,6.58278,0.27088,1.81865,0.2111,0.54578,1.13871,1.10994,0.61484,1.06748,0.72779,1.12783,0.52403,0.53687,1.85522,0.61984,0.2361,0.34747,1.93452,0,0,0,0,0,0.24645,1.0411,1.72223,1.42966,1.21584,0,2.00336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89199,0.08837,0,0,1.96226,2.02209,2.07436,1.53291,0.52343,0,1.05694,2.48056,7.56111,0.03815,0,0,2.01577,1.30122,1.31593,1.082,0,0,1.55306,0.40379,0.78013,0.00447,0.86236,0,0,0,0,0,0,2.19966,1.29841,1.22865,4.20663,0,0.85344,0,5.74321,0,0,0.68904,3.16148,4.37809,0,0.52272,1.60371,0.70899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59184,1.14173,0.55211,0.43834,0.27587,2.23171,0,1.13201,0.61781,0,2.06863,0,1.68326,1.14591,1.90556,3.21921,0,0,0.82121,0,0,2.80142,3.97095,0,0,0,1.38867,0.78117,1.0114,0.61548,0.66037,1.75881,0.58075,0.43213,0.74388,0.31101,0.38112,1.66037,1.67289,0.8344,0.36718,0.59679,0.81549,0.52178,3.33319,2.21726,0.33216,0.8859,3.27384,0.62146,1.26469,0.38069,2.4898,0.61433,0.43588,1.71428,3.30741,0.97444,4.326,1.92628,0.84197,0.40677,0.23359,0.29338,1.00668,2.2687,0.36156
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii",2.12176,0.69093,1.31192,0.33153,0.58802,0.40064,0.72839,0.47597,0.46886,0.33108,1.26477,0.25245,0.6001,0.3485,0.44616,0.34576,0.57237,0.89951,0.80564,0.94569,0.13344,0.1766,0.07066,1.55025,0.63411,0.68705,0,0.32431,1.66861,1.38926,0.22124,0.59094,0.5022,0.3396,0.82936,1.36148,0.67347,0.43145,0.41414,1.60807,0.51767,0.32687,0.25818,0.49075,0.29572,0.52006,0.30599,0.55614,1.26402,0.37756,0.9806,0.42691,0.93957,0,0,0,0,0,0.59283,1.21256,0.93285,1.25628,0.47459,0,0.5154,0,0,0,0,0,0,0,0,0,0,0.09063,0,0,0,0,0,0,0.06763,0.03405,0,0,0,0,0,0,0,0,1.22359,0.89089,1.49506,0,0,0,0.18642,0.17167,0.05994,0.06402,0,0,0,0.45087,0.37473,0.13343,0.0464,0,0,0,0,0,0,0.16166,0.01974,0.09908,0.07258,0,0,0,0.08092,0,0,0.03695,0.11433,0,0.52659,0.67757,1.86182,0.33694,0,0,0.33681,1.86403,0.59043,0.64645,1.79575,2.17658,0.63409,0.97935,0.56332,0,0,0,0,0.42768,0.67353,0.64127,0.85709,0,0,0.05568,0,0,1.04156,1.25437,0,0.42404,0.26953,0,0,0.15641,0.28187,0.81735,0,0,0.71825,0.62047,0,0,0,0.24941,0.31467,0.27877,0.12618,0.09134,0.18658,0.61917,0.30921,0.13416,0.11793,0.14086,0.1377,0.81983,0.11764,0.65137,0,0.27311,0.39824,0.45262,0.61055,0.13225,0.21152,0.21066,0.18946,0.21572,0.38924,0.24239,0.30626,0.25395,0.37486,0.45466,0.36673,0.11324,0.31541,0.3747,0.33471,0.02388,0.34058,0,0.09176,0.04343
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_413",2.08815,3.08269,1.37011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39111,0,0,0,0,0,0,0,0,0,0,0,1.03316,0,0,1.25575,0,0,0,0.20433,0,0,0,0,8.82558,0,0,0,0,0,2.98592,0.63407,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae",1.98533,2.20001,1.60834,3.6141,2.74356,1.24917,1.13018,0.84617,2.72952,2.59008,5.531,0.15957,1.39891,0.80472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01178,0,0.0019,0.59399,0.01044,0,0.01325,0.00855,0.00501,0.01535,0.30637,0.10207,0.00993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.30165,0.01459,0,0.00034,0,0,0,1.70105,0,0,0,0,0,0,0,0,0,0.17655,0.75862,1.45087,0.3004,0.18447,1.09098,1.5645,9.29277,3.695,2.47446,5.95273,5.51581,2.04,1.60569,0.39444,3.87218,1.28942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12243,5.06371,3.38134,6.74871,5.01026,1.17023,6.3858,2.75908,5.75277,3.21566,2.07141,0,0,0,0,0,0,13.66259,3.45869,6.26234,4.87433,3.74219,0,0,12.41377,3.12495,0,0.20833,0,0,7.29865,0.26822,12.40728,2.48225,0,0.00124,0,0,0,0.42293,1.22081,16.86084,0,0,0,0,0,0,0.01543,0,0,0,0,0,0,0,1.92084,0,0,8.18914,3.25987,0,0.08195,1.27486,3.9544,0.96679,0,0.74746,0,3.99059,3.14641,1.93916,0,1.8967,1.5214,1.18855,0,0,0,0.76828,2.14154,0.25395,0.7712,2.27965,0,1.45076,0,0,0.28572,0,0,1.83114,3e-04,0.73295,0,1.78422,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis",1.67538,0.78567,0.00546,0.78217,2.34555,2.98708,1.32122,1.93435,0.51694,0.03639,0.01935,0.03335,0.39162,0.22478,1.18909,0,0.05119,0.00484,0.01797,0.02298,0,0,0,0,0,0,0,0,0,0.02484,0,1.63194,0.56564,0,0,0,1.65124,0.84771,0.03541,0.01205,0.21818,0,0.53091,0.13072,1.61754,0.0116,1.34677,1.15914,1.64727,1.68637,0.11388,0.14932,0.17901,0,0,0,0,3.17747,8.7134,16.95125,7.26118,4.11146,9.59971,0,3.70839,0,0,6.27885,9.15063,0,0,0,0,0,0.88,0,0.001,6.73701,0,15.53454,8.99864,6.62772,0,0,0,0,3.22851,0.52098,2.18408,0.2989,1.58901,0.00122,0.42586,0.95004,0.18689,0.94021,0,0,0,0,9.03771,8.49228,0,0.24846,1.33545,4.37915,0.03192,0,0.02479,37.87679,0,0,0,0,0,14.02176,1.62987,0.26904,0.39095,0,4.9124,0,1.68666,7.52783,0,0.00951,2.41995,0,0,0,0.05152,0.03622,2.91022,0.05153,17.62242,0,0.01169,9.18543,0.00609,0,0,0.45261,0.15775,0,0,0,0,0.00232,0,0.26711,0.0528,0,0.00246,4.04437,5.46404,24.45754,0,0,0,0,0,0,0,9.69278,6.0824,0,0,0,4.97471,0.04543,0,0,1.12743,0,0.90428,0.005,0,0.06167,0.0277,0.82786,0,0.18902,1.13775,2.97767,0.67113,0.03254,0,0.02788,2.51976,0.87638,0.2821,0,0,0.04366,1.38995,0.37853,2.48498,0.34414,0.02157,0,0,0,2.76657,0.98129,0.07522,0.20989,0,0,0.58869,1.75838,0.16351,0,0.93315,1.34281
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens",1.63284,2.47097,0.19113,3.80783,4.69867,3.05886,2.80373,3.33175,0.36792,0.05161,0.87155,2.36221,2.64727,0.8634,2.0736,5.94071,9.68232,8.50308,13.29648,7.10872,0.31095,0.51486,0.43249,2.495,1.41902,1.00907,3.18756,2.31447,5.17025,3.37906,4.16887,0.01478,0.00271,6.54111,5.10204,6.02349,0.44803,1.07554,0.28028,0.10242,0.09834,0.06337,0.11261,0.31533,0.33218,0.11068,0.41635,0.21629,0.10756,0.31489,0.06025,1.77705,0.39723,0,0,0,0,0,0.27985,3.03124,0.67517,0.69612,1.03256,0,1.40535,0,0,0,0,6.79519,0,0,0,0,0.58854,3.29939,0,0,0,0,0,0,0,0,0,0,0,0.4789,0.17906,0.60191,1.08773,0,0,0.31013,0.41502,0,0,0,0.11281,0.14548,0.83778,0.90338,0,0,0,0.91146,1.7044,2.17421,1.57339,0,0,0,0,0,0,0,5.3376,2.42752,1.80519,0,0,0,3.22183,0,0,1.5055,3.60359,0,0.81428,0.47629,0.71955,0.55826,0,0,0,0.11916,1.79238,1.27526,0.4072,1.01498,1.24578,2.24887,0.74441,0,0,0,0,0.041,0,0.09121,4.19044,0,0,0,0,0.04029,0,0,0,1.23139,1.58496,0,0,0.55899,1.8189,0.51897,0,0,0.69843,0,0,0,0,0,0.73786,2.35939,2.16571,0.36139,0.15891,2.92752,4.64266,1.69825,1.3591,0.43187,2.36578,5.95718,0.52142,0.40334,3.88477,0.97834,0.66122,0.46909,2.17123,0.57283,0.15719,3.09759,0.68958,0.12021,0,1.77171,5.4782,4.92101,3.35137,1.42202,9.2945,1.00184,1.37027,0,2.42353,0.03546,0.44863,2.10266,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis",1.51507,0.08366,0.75326,0.47912,0.03752,0.24439,0,0,0,0.26286,3.41882,0,1.31165,1.21003,0.00129,0.00342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48695,8.43002,13.70276,1.13006,0.7122,2.15512,0,0,3.41902,4.86431,0.01134,0,0.1959,0.09337,0.25727,0.67676,0.15045,1.56093,6.66221,0.16109,0.09625,0.11099,0,3.16917,0,0,1.74251,3.72925,2.35263,7.24355,6.74429,2.54931,4.83882,0,6.04527,0,0,0,0,0,0,0,0,0,0,6.41562,0,0,8.47383,6.5564,2.41956,9.28721,0,2.3052,0.77812,3.6193,12.76562,9.45142,4.69162,0.88403,0.37007,0.00161,0.00161,0,0,0,0,0,0,0,0,0,1.87467,4.80255,18.46187,2.9365,3.97631,7.27816,7.53584,0,0,0,0,0,0,0,0.25467,7.73945,4.59199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44326,0,3.05463,0,0.00135,0,0,0,0,0,0,0,0,0,0,0,0,1.63963,0,0,0,0,0,0,0,0,3.49172,0.52722,0.0256,0.01646,0,0.32536,1.88245,1.70857,0.11685,0.01209,0.0134,0,0,0.04449,0,0,0,0.0173,0.1581,0.00721,0.19864,0.10307,0.43037,0.82741,0,0,0.10095,0.59683,0,0,0,0.64404,0.00579,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus",1.42523,1.37001,1.04089,0.97845,0.39844,0.57937,1.1517,0.67579,0.96337,0.81619,0.97717,0.26376,1.02992,0.59633,0.66103,1.07701,0.67909,1.42772,0.87062,1.28782,1.49453,1.34352,1.8173,0.82216,0.98571,1.32125,0,0,1.09093,1.27086,0.89402,1.11924,0.88611,3.4035,3.63993,2.29928,0,1.9985,0,0,0.05002,0.94537,0.43979,3.40225,0.3099,0.36064,0.37172,0.73518,1.34889,0.49572,0.20808,0.53764,0.08872,0,0,0.28783,0,0,0,0,0,0,0,0,0.67114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6633,0,0,0,0,0,0,0,0,0,0,1.54804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96491,1.82069,2.78932,2.92707,1.3605,2.10636,0.60415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13781,0,0,0.16277,0,0,0,0,1.71127,0.86844,0.28837,1.42177,1.77857,0.65436,0.44893,1.01228,0.8689,0.19797,1.25174,0.8899,0,3.42126,1.16673,0.73996,1.72347,1.00344,1.77512,0.67254,0.70482,0.80303,1.73821,0.51447,0.87886,0.49267,0.54093,1.64016,0.96752,0.95845,0,1.82383,0.72539,0.57764,1.41592,0.56217,0,0.28043,0,0,0.0589
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_sp_CAG_318",1.34319,1.98664,0.59149,0,0,0,0,0,0,0.44192,0,0.42976,0,0,0,7.31028,0.1177,0,0,0,0,0,0,3.62875,3.31059,3.25033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23774,0.01438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54762,0.18703,0,0,0,0,23.70263,0,15.29278,14.10286,0,0,0,0,4.22301,0,0,0,0.31873,0,0,0,0,0,0,2.88407,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron",1.26357,2.90875,1.0906,1.64148,0.29671,1.85957,0,0,0,0.08252,0.15955,0.00319,0.63273,0.59063,0.22628,0.93631,1.03751,0,0,0,1.25062,1.67565,1.39072,1.84918,0.92551,2.56383,0,0,0.42072,0.36702,1.11485,0.93353,0.78145,3.97033,1.65904,2.2399,15.00795,3.8226,0,0.00328,0.11714,0.39245,0.22818,0,0,0.61318,0,0.10477,0.13597,0,0.08556,0.02987,0.00339,0,0,0,0,0,0,0,0,0,0,0,0.46909,0,0,0,0,0,0,0,0,0,4.05061,1.03552,13.51652,25.01144,0,0,0,0,3.50438,2.97915,6.57267,0,0,0,0,0,0.15911,1.00692,1.8303,2.17929,0.39247,5.09645,0.20751,0.09786,0.3332,0.00189,0.54024,0.16756,0,0,0,0,0,0,0,0,0,0.01218,0,0,0,0.7033,1.60968,0.08139,0.90803,0,0,0,0,0,0,0,0,0,1.28321,0.6235,0.59108,4.43901,0,4.21796,0.65156,0.76957,0.94638,1.12774,0.59101,0,2.21773,0.40585,1.15208,0,0,0,0,0,0,0,0,0,0.00176,0,0,0,0,0.02602,0,0.77809,0.78056,13.28095,0.37162,0,0,1.4903,0,0,0,3.57378,39.85097,22.18859,20.56057,1.5539,0.4176,0.64646,0.03833,0,2.84256,0.13235,0.41676,0,1.08313,1.1629,4.53423,1.17613,0.78732,0,1.51974,0.57423,1.04821,0,0.59252,0.47309,0.03924,0.05527,0,2.52727,0.1875,0.41467,0.30013,0,0.58663,0,2.44107,1.70142,0.04012,14.36612,2.93854,0.14617,0.07706,20.41938,0.31685,2.48041
